8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8
8,8,8,8,8,8,7,1,1,1,7,1,1,1,7,1,1,1,1,7,7,2,2,2,7,2,2,2,2,2,2,2,2,7,8,8,8,8,8,8
8,8,8,8,8,8,7,1,1,1,7,1,1,1,7,1,1,1,1,7,7,2,2,2,7,2,2,2,2,2,2,2,2,7,8,8,8,8,8,8
8,8,8,8,8,8,7,1,1,1,7,1,1,1,7,1,1,1,1,7,7,2,2,2,7,2,2,2,2,2,2,2,2,7,8,8,8,8,8,8
8,8,8,8,8,8,7,1,1,1,7,1,1,1,7,1,1,1,1,7,7,2,2,2,7,2,2,2,2,2,2,2,2,7,8,8,8,8,8,8
8,8,8,8,8,8,7,1,1,1,7,1,1,1,7,1,1,1,1,7,7,2,2,2,7,2,2,2,2,2,2,2,2,7,8,8,8,8,8,8
8,8,8,8,8,8,7,1,1,1,1,1,1,1,1,1,1,1,1,7,7,2,2,2,2,2,2,2,2,2,2,2,2,7,8,8,8,8,8,8
8,8,8,8,8,8,7,1,1,1,1,1,1,1,1,1,1,1,1,7,7,2,2,2,2,2,2,2,2,2,2,2,2,7,8,8,8,8,8,8
8,8,8,8,8,8,7,1,1,1,1,1,1,1,1,1,1,1,1,7,7,2,2,2,2,2,2,2,2,2,2,2,2,7,8,8,8,8,8,8
8,8,8,8,8,8,7,1,1,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,2,2,2,7,8,8,8,8,8,8
8,8,8,8,8,8,7,1,1,1,1,1,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,2,2,2,2,2,7,8,8,8,8,8,8
8,8,8,8,8,8,7,1,1,1,26,26,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,3,3,2,2,2,7,8,8,8,8,8,8
8,8,8,8,8,8,6,6,6,7,14,14,14,7,14,14,14,14,14,14,14,14,14,14,14,14,7,14,14,14,7,6,6,6,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,7,14,14,14,6,6,6,6,14,14,14,14,14,6,6,6,6,14,14,14,14,7,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,16,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,16,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,16,16,16,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,16,16,16,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,16,16,16,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,16,16,16,16,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,16,16,16,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,16,16,16,16,8,8,8,8,8,8,8
8,8,8,8,8,8,8,16,16,16,16,16,6,6,14,14,14,14,14,14,14,14,14,14,14,14,6,6,16,16,16,16,16,8,8,8,8,8,8,8
8,8,8,8,8,8,8,16,16,16,16,16,16,16,6,6,14,14,14,14,14,14,14,14,6,6,16,16,16,16,16,16,16,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,16,16,16,16,16,16,16,8,6,6,6,14,14,6,6,6,8,16,16,16,16,16,16,16,16,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,16,16,16,16,16,16,16,16,16,16,16,16,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
